x, y, z, s 
8.87115765, 2.79237676, 4.65216064, 19.6429977 
8.83229637, 2.80534673, 4.65012217, 19.6840172 
8.79347229, 2.81836081, 4.64818096, 19.7250099 
8.75437927, 2.83157349, 4.64649677, 19.7663097 
8.71520424, 2.84487009, 4.64490986, 19.8077106 
8.67641926, 2.85812521, 4.64343262, 19.8487244 
8.63738728, 2.87151337, 4.64205313, 19.8900108 
8.59855366, 2.88488913, 4.64093018, 19.9310989 
8.55951214, 2.89839172, 4.63992929, 19.9724216 
8.5208683, 2.91183162, 4.63919687, 20.0133419 
8.48220253, 2.92532492, 4.63845205, 20.0543022 
8.44312763, 2.93906713, 4.63782978, 20.0957279 
8.40403748, 2.9528625, 4.63747549, 20.1371822 
8.36456299, 2.96685934, 4.63723135, 20.1790657 
8.32496071, 2.98101664, 4.63709736, 20.2211246 
8.28554058, 2.99515676, 4.63704824, 20.2630043 
8.24609947, 3.00934458, 4.63724375, 20.3049202 
8.20688438, 3.02350616, 4.63751221, 20.3466148 
8.16759014, 3.03774118, 4.6378417, 20.3884087 
8.12790489, 3.0521667, 4.63823223, 20.4306374 
8.08836651, 3.06661367, 4.63881826, 20.4727364 
8.04875755, 3.08108377, 4.63944101, 20.5149097 
8.00912476, 3.09560394, 4.64008808, 20.5571251 
7.96943951, 3.11017156, 4.6406126, 20.5994015 
7.93011761, 3.12466431, 4.64129639, 20.6413155 
7.89050913, 3.13936758, 4.64215088, 20.6835728 
7.85068369, 3.1542511, 4.64301777, 20.7260971 
7.81131601, 3.16901088, 4.64403057, 20.7681541 
7.77184439, 3.18392944, 4.64519024, 20.8103657 
7.73291302, 3.19872904, 4.64650869, 20.8520355 
7.69367361, 3.21372366, 4.64797354, 20.8940678 
7.65442514, 3.22877812, 4.64942646, 20.9361305 
7.61546326, 3.24384165, 4.6510253, 20.977932 
7.5765686, 3.25895381, 4.65274668, 21.0196953 
7.53724957, 3.2742691, 4.65444326, 21.0619259 
7.49806499, 3.28957987, 4.65625, 21.1040344 
7.45859385, 3.3050735, 4.65817881, 21.1464806 
7.41959858, 3.32043004, 4.66022968, 21.1884422 
7.38067627, 3.33584738, 4.66236591, 21.23036 
7.34217215, 3.35109854, 4.66444111, 21.2718258 
7.30375957, 3.36632991, 4.66646719, 21.3131981 
7.26581717, 3.38141632, 4.66855478, 21.3540821 
7.22806072, 3.39640355, 4.67072773, 21.394762 
7.19059467, 3.41132975, 4.67298603, 21.435154 
7.15329599, 3.42624354, 4.67530537, 21.4753914 
7.11595154, 3.44122458, 4.67753887, 21.5156898 
7.07880545, 3.45614481, 4.67983389, 21.5557861 
7.04171467, 3.47112274, 4.68231201, 21.5958633 
7.00484943, 3.48608541, 4.68483877, 21.6357307 
6.96814585, 3.50098872, 4.68739033, 21.6754265 
6.93128061, 3.51596069, 4.68983173, 21.7152901 
6.89459848, 3.5308547, 4.69241953, 21.7549629 
6.85810232, 3.54565573, 4.69484854, 21.7944221 
6.82174063, 3.56043863, 4.69726562, 21.8337479 
6.78594065, 3.57504129, 4.69980478, 21.8724937 
6.75028372, 3.58958292, 4.70230722, 21.9110832 
6.71415424, 3.60427856, 4.70477295, 21.9501667 
6.67826557, 3.61885524, 4.70717764, 21.9889774 
6.6419096, 3.63361359, 4.70952129, 22.0282841 
6.6058259, 3.64826965, 4.71177959, 22.0672951 
6.56993389, 3.66286922, 4.71412373, 22.1061134 
6.53417063, 3.67737269, 4.7165041, 22.1447792 
6.4980135, 3.6919663, 4.71862793, 22.1838284 
6.46204233, 3.70644832, 4.72077656, 22.2226658 
6.42597342, 3.7208786, 4.72261953, 22.2615566 
6.3901701, 3.73519588, 4.72460938, 22.3001671 
6.35445261, 3.74946284, 4.72658682, 22.3386803 
6.31878376, 3.76371455, 4.72853994, 22.37714 
6.28360605, 3.77773142, 4.73044443, 22.4150562 
6.2485075, 3.79168844, 4.73228741, 22.4528713 
6.21327829, 3.8056016, 4.73391104, 22.4907837 
6.17781687, 3.81960154, 4.735425, 22.5289383 
6.14274597, 3.83345175, 4.73697519, 22.5666771 
6.10802937, 3.84719706, 4.73841572, 22.604044 
6.07320881, 3.8610642, 4.73988056, 22.641552 
6.03839731, 3.87490988, 4.74135733, 22.6790447 
6.00361347, 3.88872981, 4.74268818, 22.7164974 
5.96906137, 3.90246892, 4.74399424, 22.7537041 
5.93435955, 3.9162643, 4.74510479, 22.7910652 
5.89962149, 3.93005061, 4.74631357, 22.8284569 
5.86431599, 3.94408274, 4.74716806, 22.8664589 
5.82962036, 3.95787358, 4.74796152, 22.9038048 
5.79491282, 3.97157907, 4.74865723, 22.9411259 
5.75964642, 3.9854157, 4.7489624, 22.9790096 
5.72491741, 3.99898076, 4.74914551, 23.0162945 
5.69021606, 4.01250744, 4.74921894, 23.0535393 
5.65610361, 4.02577353, 4.74912119, 23.0901413 
5.62199688, 4.03904247, 4.74885273, 23.1267395 
5.58810711, 4.05224609, 4.74853516, 23.1631126 
5.55407095, 4.06544638, 4.74799824, 23.1996212 
5.52002239, 4.07860279, 4.74737549, 23.2361279 
5.48609924, 4.09166718, 4.7465086, 23.2724895 
5.4523468, 4.1046586, 4.74550772, 23.30867 
5.41850901, 4.11769724, 4.74438477, 23.3449516 
5.38441753, 4.13082409, 4.74266338, 23.3815231 
5.35032034, 4.14394379, 4.74079609, 23.4181042 
5.31616497, 4.15709829, 4.73874521, 23.4547615 
5.28194904, 4.17028189, 4.73652363, 23.491497 
5.24765921, 4.18356466, 4.73424053, 23.5283413 
5.213449, 4.196805, 4.73172617, 23.5651112 
5.17889404, 4.21016073, 4.72868633, 23.6022816 
5.14421368, 4.22355175, 4.7255249, 23.6395912 
5.1093874, 4.23697948, 4.7222414, 23.6770592 
5.07420063, 4.25055981, 4.71851826, 23.7149601 
5.03930664, 4.26402569, 4.71433115, 23.7525959 
5.00427866, 4.27748871, 4.70983887, 23.79039 
4.96876526, 4.29109478, 4.70474863, 23.8287601 
4.93336773, 4.30467224, 4.69948721, 23.8670349 
4.89766836, 4.31840372, 4.69360352, 23.905735 
4.86198139, 4.33213949, 4.68770742, 23.9444256 
4.82642508, 4.34583569, 4.68145752, 23.9830379 
4.79067087, 4.3596468, 4.67498779, 24.0219097 
4.75499582, 4.37342834, 4.6678834, 24.0608101 
4.71924448, 4.38725138, 4.6605711, 24.0998306 
4.68389606, 4.40091991, 4.65301514, 24.1384773 
4.6485014, 4.41458893, 4.64489746, 24.1772766 
4.61282969, 4.42837048, 4.63623047, 24.2164879 
4.57708454, 4.44217968, 4.62730694, 24.2558327 
4.5413146, 4.45599365, 4.61793232, 24.2953072 
4.50505352, 4.46997213, 4.60770273, 24.3354931 
4.46913147, 4.48385143, 4.59719229, 24.375412 
4.43309641, 4.49778605, 4.58610821, 24.4156055 
4.39727783, 4.51166677, 4.57473135, 24.4556694 
4.36144114, 4.52553558, 4.56290293, 24.4958744 
4.3255434, 4.53945446, 4.55076885, 24.5362434 
4.28972483, 4.55331707, 4.53831768, 24.5766182 
4.25393391, 4.56714487, 4.52512217, 24.6171913 
4.21840191, 4.58085346, 4.51160908, 24.6576042 
4.18295574, 4.59456015, 4.49777842, 24.6980457 
4.14742756, 4.6082778, 4.48317862, 24.7388325 
4.11205435, 4.62192678, 4.46827412, 24.7795715 
4.07709026, 4.635396, 4.45303965, 24.8200188 
4.04227924, 4.64879751, 4.43745136, 24.8604469 
4.007617, 4.66210032, 4.42165518, 24.900795 
3.97286367, 4.67537069, 4.4052, 24.941473 
3.93869328, 4.68846273, 4.3883667, 24.9817524 
3.90437937, 4.70159912, 4.37073994, 25.0225029 
3.87056279, 4.71451569, 4.35291767, 25.0628529 
3.83684397, 4.72740793, 4.33431387, 25.1034641 
3.80334783, 4.74016285, 4.31522226, 25.1440735 
3.77001333, 4.75288248, 4.2956543, 25.1847649 
3.73686218, 4.76552868, 4.27578115, 25.2254333 
3.70404363, 4.77806234, 4.25557852, 25.2659588 
3.67127681, 4.79061747, 4.23493671, 25.3066692 
3.63912654, 4.80292368, 4.21397686, 25.3469734 
3.60725403, 4.81515646, 4.19271231, 25.3871937 
3.57564998, 4.82730865, 4.1708498, 25.4274979 
3.54432678, 4.83937979, 4.14885235, 25.4676323 
3.5133605, 4.85130787, 4.12640381, 25.5076942 
3.48248601, 4.86320353, 4.10308838, 25.548172 
3.45186472, 4.87500143, 4.07966328, 25.5884895 
3.42183542, 4.88656616, 4.05599356, 25.628437 
3.3918395, 4.89813089, 4.03162861, 25.6687737 
3.36218572, 4.9095583, 4.00703144, 25.7089596 
3.33275461, 4.92088604, 3.98236084, 25.7489986 
3.30329895, 4.93223095, 3.95672607, 25.7896614 
3.27400827, 4.94350576, 3.93106699, 25.8302002 
3.24542236, 4.95450878, 3.90506601, 25.8703804 
3.21707153, 4.96542072, 3.87875986, 25.9105644 
3.18951416, 4.97601795, 3.85214853, 25.9503117 
3.16221619, 4.9865098, 3.8255372, 25.9898529 
3.13509226, 4.99694681, 3.798352, 26.0296478 
3.10818172, 5.00726795, 3.77089834, 26.0694523 
3.08196402, 5.01731873, 3.74304199, 26.1090031 
3.05604243, 5.02726746, 3.71511221, 26.148386 
3.03037715, 5.03711843, 3.6865356, 26.1880398 
3.00506282, 5.04682016, 3.65793467, 26.2274475 
2.97998953, 5.05640888, 3.62916255, 26.2667961 
2.95540166, 5.06582785, 3.60036612, 26.3058167 
2.93112183, 5.07512045, 3.57137442, 26.3447571 
2.90701294, 5.08434772, 3.54207754, 26.3838043 
2.88339853, 5.09339285, 3.51276851, 26.4225159 
2.86026621, 5.10226154, 3.48300791, 26.4612389 
2.83742976, 5.11102772, 3.45327139, 26.4997444 
2.81481028, 5.11970043, 3.42325449, 26.5383186 
2.79267573, 5.12817097, 3.39312744, 26.5766487 
2.77079773, 5.13655853, 3.36260986, 26.6151218 
2.74912119, 5.14488077, 3.3318603, 26.6536522 
2.7276032, 5.15313864, 3.30089116, 26.6922569 
2.70647287, 5.16124725, 3.26986074, 26.7306633 
2.68558359, 5.16929913, 3.23876953, 26.7689762 
2.66543889, 5.17705393, 3.20775151, 26.8067665 
2.64556265, 5.18469715, 3.17669678, 26.8444214 
2.62590933, 5.19225168, 3.14542246, 26.882122 
2.60692453, 5.19954967, 3.11381841, 26.9197044 
2.58822632, 5.20677471, 3.08209229, 26.9572334 
2.56977224, 5.21390057, 3.05037832, 26.9946098 
2.55148935, 5.22095203, 3.01837158, 27.0321407 
2.53333139, 5.22792959, 2.98614502, 27.0697842 
2.5154357, 5.23480701, 2.95374751, 27.1074276 
2.49780893, 5.24158192, 2.92119145, 27.1450653 
2.48044729, 5.24825764, 2.88847661, 27.1826992 
2.46334219, 5.25483418, 2.85560298, 27.2203369 
2.44649649, 5.26131296, 2.82258296, 27.2579689 
2.42990112, 5.26769543, 2.78940439, 27.2956123 
2.41356206, 5.27398396, 2.7560792, 27.3332558 
2.39746714, 5.28017712, 2.72260737, 27.3709068 
2.38162231, 5.28627777, 2.68898916, 27.4085693 
2.36601877, 5.2922883, 2.65522456, 27.4462471 
2.35065317, 5.29820538, 2.62132573, 27.4839325 
2.33552861, 5.30403614, 2.58729243, 27.5216274 
2.32063603, 5.30977774, 2.55311275, 27.559351 
2.3059783, 5.31543112, 2.51881099, 27.5970802 
2.29154658, 5.32099915, 2.484375, 27.6348305 
2.27734065, 5.32648182, 2.44981694, 27.672596 
2.2633605, 5.33188152, 2.41512442, 27.7103844 
2.24960017, 5.33719778, 2.38032222, 27.7481842 
2.23605657, 5.34243488, 2.34538579, 27.7860165 
2.22272944, 5.34759045, 2.31033945, 27.823864 
2.20961308, 5.3526659, 2.2751708, 27.8617401 
2.19670725, 5.35766459, 2.23989248, 27.8996372 
2.18400884, 5.36258698, 2.20450449, 27.9375553 
2.17151189, 5.36743307, 2.16900635, 27.9755001 
2.1592164, 5.37220478, 2.13339853, 28.0134735 
2.14711905, 5.37690449, 2.09768057, 28.0514774 
2.13521719, 5.38153076, 2.06187749, 28.089489 
2.12350774, 5.38608551, 2.02596426, 28.1275368 
2.11198735, 5.39057159, 1.98995364, 28.1656094 
2.10065603, 5.39498901, 1.95385742, 28.2036991 
2.08950496, 5.3993392, 1.91766357, 28.2418213 
2.07854009, 5.40362263, 1.88138425, 28.2799625 
2.06774902, 5.40783978, 1.8450073, 28.31814 
2.05713511, 5.41199493, 1.80855715, 28.356329 
2.04669499, 5.41608572, 1.77202153, 28.3945465 
2.03642583, 5.42011547, 1.73540044, 28.4327946 
2.02632141, 5.42408276, 1.69870603, 28.4710598 
2.01638174, 5.42799377, 1.66192627, 28.5093594 
2.00660396, 5.43184376, 1.62508547, 28.5476685 
1.99698484, 5.43563843, 1.58817136, 28.5860043 
1.98752141, 5.43937683, 1.55119634, 28.6243534 
1.97821045, 5.44305897, 1.514148, 28.6627312 
1.96905208, 5.44668865, 1.47702634, 28.7011375 
1.96004033, 5.45026541, 1.43985593, 28.7395535 
1.95117188, 5.45379162, 1.40262449, 28.7779884 
1.94244695, 5.45726633, 1.36534429, 28.816433 
1.93385923, 5.46069336, 1.32800293, 28.8549042 
1.92540896, 5.46407175, 1.29060054, 28.8933983 
1.91709292, 5.46740246, 1.25316167, 28.9318943 
