x, y, z, s 
16.5091286, 2.68960571, 8.20551777, 10.2086582 
16.4887447, 2.66773677, 8.17956543, 10.2482471 
16.4687195, 2.64611506, 8.15356445, 10.2875481 
16.4487362, 2.62466431, 8.12734413, 10.3268795 
16.428772, 2.6034286, 8.10075665, 10.3663311 
16.4088287, 2.5823226, 8.07393837, 10.405859 
16.3887291, 2.56130838, 8.04660606, 10.4457664 
16.3686676, 2.54045248, 8.01888466, 10.4858418 
16.3484116, 2.51970053, 7.99078369, 10.5262222 
16.3281898, 2.49924922, 7.96230459, 10.5666971 
16.3078327, 2.47890782, 7.93331289, 10.6075468 
16.2874947, 2.45876455, 7.90410137, 10.6484461 
16.2671928, 2.43896627, 7.87465811, 10.6893244 
16.2467346, 2.4192977, 7.84487295, 10.730464 
16.2266235, 2.40023661, 7.81534433, 10.7709579 
16.2062645, 2.38134003, 7.78532696, 10.8118544 
16.1858406, 2.36266947, 7.75499249, 10.8529148 
16.1654358, 2.34429479, 7.72446299, 10.8939762 
16.1448784, 2.32608485, 7.69372559, 10.9351959 
16.1241264, 2.30812073, 7.66252422, 10.9767513 
16.1034145, 2.29027414, 7.63114023, 11.0183735 
16.0827179, 2.27255869, 7.59943867, 11.060173 
16.0622368, 2.25538015, 7.5677247, 11.1016493 
16.0416145, 2.23829651, 7.5355835, 11.1434851 
16.0211697, 2.22169805, 7.50350332, 11.184989 
16.0007229, 2.20531321, 7.4713378, 11.2264767 
15.9802456, 2.18912053, 7.43907452, 11.2679787 
15.9600649, 2.17353058, 7.40701914, 11.3089409 
15.9398594, 2.1581986, 7.37474346, 11.3499899 
15.9195127, 2.14312601, 7.34239483, 11.3910704 
15.8991117, 2.12825155, 7.30985117, 11.4322605 
15.8783112, 2.11366892, 7.27680683, 11.4739399 
15.8576756, 2.0994308, 7.24377441, 11.5154095 
15.8368196, 2.08551168, 7.21059561, 11.5569973 
15.8160095, 2.07189178, 7.17745352, 11.5984325 
15.7946196, 2.05842137, 7.1439209, 11.6404257 
15.7732115, 2.04512787, 7.11049795, 11.6822834 
15.7521763, 2.03236246, 7.07733154, 11.7235813 
15.7309265, 2.0197525, 7.04403067, 11.7650471 
15.7092867, 2.00734568, 7.0105958, 11.8067617 
15.6876678, 1.99519348, 6.97735596, 11.8482342 
15.6655941, 1.98319399, 6.94387197, 11.8900957 
15.6436062, 1.97154999, 6.91047382, 11.9317427 
15.6212034, 1.9600662, 6.87702656, 11.9736052 
15.5990601, 1.94910586, 6.84404278, 12.0148163 
15.5763397, 1.93825531, 6.81077862, 12.0565357 
15.5539732, 1.92803955, 6.77818584, 12.0973635 
15.5315704, 1.91808474, 6.74569082, 12.1380682 
15.5090303, 1.90836024, 6.71345234, 12.1785898 
15.4865084, 1.89877164, 6.68116474, 12.2191067 
15.4639711, 1.88932955, 6.64899921, 12.2595015 
15.4412479, 1.88039553, 6.61715078, 12.2996321 
15.4185276, 1.87158656, 6.58549786, 12.3395786 
15.3954468, 1.86288762, 6.55389404, 12.3796682 
15.3722715, 1.85433042, 6.5223875, 12.4197054 
15.3489227, 1.84589386, 6.4909668, 12.4597502 
15.325613, 1.83765721, 6.45979023, 12.4995394 
15.3023987, 1.82971954, 6.42905283, 12.538867 
15.2790318, 1.82201076, 6.39846182, 12.578126 
15.2549229, 1.81446528, 6.36788321, 12.6177893 
15.230978, 1.807428, 6.33809805, 12.6566486 
15.2069521, 1.8005569, 6.30853271, 12.6953602 
15.1828184, 1.79381716, 6.27933359, 12.7338362 
15.1587954, 1.78748631, 6.25053692, 12.7718678 
15.1341915, 1.78126371, 6.22199726, 12.8100605 
15.1094484, 1.77523041, 6.19372559, 12.8481121 
15.0845642, 1.76938319, 6.16588116, 12.88591 
15.059207, 1.76359248, 6.13815928, 12.9239244 
15.0337191, 1.75785983, 6.11057138, 12.9619188 
15.0083103, 1.75241697, 6.08356953, 12.9993925 
14.9822359, 1.74701381, 6.05661631, 13.037282 
14.9560823, 1.74162447, 6.02984619, 13.0750933 
14.9297667, 1.73631597, 6.00343037, 13.1127567 
14.9033356, 1.73106384, 5.97735596, 13.1502533 
14.8767672, 1.72582853, 5.95147705, 13.1877108 
14.8500309, 1.72056425, 5.92579365, 13.2251568 
14.8232574, 1.71555781, 5.90075684, 13.2621536 
14.7964878, 1.71044004, 5.87593985, 13.2990141 
14.7698421, 1.70544589, 5.85168457, 13.3353901 
14.7426424, 1.70041502, 5.82771015, 13.3719959 
14.7154875, 1.69546354, 5.8041749, 13.4082689 
14.6879826, 1.69055021, 5.78095722, 13.4445972 
14.6603422, 1.68554378, 5.75776386, 13.4810238 
14.6325169, 1.68045354, 5.73460674, 13.517581 
14.604352, 1.67540431, 5.71176767, 13.5541935 
14.5759306, 1.67040253, 5.68928242, 13.5907764 
14.5472288, 1.66546786, 5.66697979, 13.6274586 
14.5182219, 1.66053319, 5.64501953, 13.6641741 
14.4891386, 1.6557312, 5.62371826, 13.7005415 
14.4597378, 1.65106201, 5.60263681, 13.7370195 
14.430048, 1.64644468, 5.58192158, 13.7735157 
14.4000301, 1.64186096, 5.56154776, 13.8100815 
14.3693666, 1.63740087, 5.54152822, 13.8469725 
14.3383331, 1.63302159, 5.52185059, 13.8839779 
14.3066654, 1.62875521, 5.50236797, 13.9214039 
14.2746277, 1.62457883, 5.48319101, 13.9589748 
14.2423124, 1.62054443, 5.46434307, 13.9966021 
14.2089815, 1.61672521, 5.44581318, 14.0349293 
14.1752987, 1.61292422, 5.42759991, 14.0734081 
14.1412563, 1.60916138, 5.4095459, 14.1121244 
14.1070805, 1.6056869, 5.39240742, 14.1505156 
14.0726109, 1.60231471, 5.37543964, 14.1890821 
14.0381956, 1.59917903, 5.35925293, 14.2272434 
14.0033236, 1.59621429, 5.34326172, 14.2657213 
13.9674864, 1.59350586, 5.32744122, 14.3049879 
13.931531, 1.59093475, 5.31225586, 14.3441038 
13.8949156, 1.58861542, 5.29722881, 14.3837509 
13.8582335, 1.58650661, 5.28267813, 14.4232693 
13.8212404, 1.58454287, 5.26857901, 14.4629078 
13.7836733, 1.58291471, 5.25480938, 14.5029507 
13.7460632, 1.58145452, 5.24163818, 14.5428267 
13.7079191, 1.5803299, 5.22893047, 14.5830479 
13.6695528, 1.57930446, 5.21639395, 14.6234236 
13.631094, 1.57845914, 5.20446777, 14.6636982 
13.5924044, 1.57781672, 5.19283438, 14.7041044 
13.5534306, 1.57732236, 5.18133545, 14.7447414 
13.514514, 1.57700658, 5.17027569, 14.7852001 
13.4754667, 1.57680964, 5.15964365, 14.8256702 
13.4362307, 1.5767349, 5.14912128, 14.866293 
13.3969364, 1.57681882, 5.13884258, 14.906909 
13.357584, 1.57723081, 5.12910175, 14.9474516 
13.3180084, 1.57782292, 5.11947012, 14.9881868 
13.2780056, 1.57871854, 5.11005878, 15.0292912 
13.2380123, 1.57988286, 5.10102558, 15.0703077 
13.1980076, 1.5813278, 5.09235859, 15.1112671 
13.1573582, 1.58330989, 5.08408213, 15.1527987 
13.1166077, 1.58547211, 5.0758791, 15.1944227 
13.0752382, 1.58805084, 5.06771231, 15.2366695 
13.0338955, 1.59087682, 5.0597167, 15.2788725 
12.9918461, 1.59410548, 5.05186749, 15.3217716 
12.9499817, 1.5975616, 5.04429913, 15.3644543 
12.9075375, 1.60144806, 5.03682852, 15.4077253 
12.8656492, 1.60560155, 5.02991962, 15.4503832 
12.8234043, 1.61009824, 5.02310801, 15.4934101 
12.7815218, 1.61484981, 5.01655293, 15.536067 
12.7396879, 1.6198746, 5.01022959, 15.5786724 
12.6984253, 1.62522578, 5.00441885, 15.6206846 
12.6571751, 1.63088071, 4.99869394, 15.662714 
12.6157074, 1.63693237, 4.99301767, 15.7050037 
12.5742741, 1.64337766, 4.98782969, 15.7472553 
12.5328188, 1.65023959, 4.9828124, 15.7895718 
12.4914551, 1.65738988, 4.97796631, 15.8318281 
12.4500179, 1.66502988, 4.97341299, 15.8742085 
12.4087467, 1.67290652, 4.96912861, 15.9164429 
12.3676815, 1.68115389, 4.96513653, 15.9585171 
12.3267765, 1.68966222, 4.96109629, 16.000494 
12.2859497, 1.69868922, 4.95747089, 16.0424633 
12.2453461, 1.70788121, 4.95395517, 16.0842419 
12.2048645, 1.71724391, 4.95064688, 16.1259251 
12.1647158, 1.72680056, 4.94724131, 16.1673355 
12.124609, 1.73661351, 4.94416523, 16.2087383 
12.0845976, 1.74660039, 4.94123554, 16.250082 
12.0450621, 1.7569046, 4.93858624, 16.2910252 
12.0056915, 1.76741183, 4.93591309, 16.3318596 
11.966568, 1.77824712, 4.933496, 16.3725281 
11.9277248, 1.78928065, 4.93132305, 16.4129658 
11.8892117, 1.80045772, 4.92923594, 16.4531212 
11.8505735, 1.81191564, 4.92720938, 16.4934731 
11.8119173, 1.82356262, 4.92523193, 16.5338955 
11.7734165, 1.83530581, 4.92327881, 16.5741959 
11.7355471, 1.84722447, 4.92161846, 16.6139317 
11.697525, 1.85934448, 4.91982412, 16.6538792 
11.6596832, 1.87145388, 4.917871, 16.6936588 
11.6220245, 1.88355863, 4.91586924, 16.7332649 
11.5840635, 1.89580536, 4.91383076, 16.7732048 
11.5467348, 1.90805662, 4.91173077, 16.8125496 
11.5090303, 1.92046201, 4.90942383, 16.8523102 
11.4715633, 1.93278813, 4.90689707, 16.8918343 
11.4346495, 1.94511569, 4.90443134, 16.9308281 
11.3976231, 1.95748746, 4.90185547, 16.9699516 
11.3607664, 1.96983182, 4.89918232, 17.008913 
11.3246613, 1.98212433, 4.8966918, 17.0471344 
11.288702, 1.99441683, 4.89409161, 17.0852242 
11.2530336, 2.00665736, 4.89138174, 17.1230335 
11.2169743, 2.01897883, 4.88840342, 17.1612568 
11.1810789, 2.03119969, 4.88542461, 17.1992912 
11.1448822, 2.04351187, 4.8822999, 17.2376518 
11.1090117, 2.05573583, 4.87916279, 17.2756767 
11.0728664, 2.06803584, 4.87584209, 17.3140011 
11.0368862, 2.08026886, 4.87249756, 17.3521519 
11.0009642, 2.0925858, 4.86899424, 17.3902874 
10.96521, 2.10477901, 4.86546612, 17.4282284 
10.9298248, 2.11682129, 4.86192608, 17.4657745 
10.8945494, 2.12890482, 4.85850811, 17.5032177 
10.8594027, 2.14097905, 4.85509014, 17.5405388 
10.8243961, 2.15305948, 4.85168457, 17.5777264 
10.7894926, 2.16511536, 4.84814453, 17.6148224 
10.7546415, 2.17714238, 4.84475088, 17.6518459 
10.7198238, 2.18920135, 4.84138203, 17.6888466 
10.684885, 2.20133352, 4.8380127, 17.7259865 
10.6500492, 2.21342325, 4.83464336, 17.7630138 
10.6147795, 2.22559667, 4.83114004, 17.8004894 
10.5794954, 2.23776102, 4.82747793, 17.8379917 
10.5445347, 2.24983668, 4.82382822, 17.8751583 
10.5094299, 2.2619369, 4.82017803, 17.9124699 
10.4745083, 2.27397013, 4.81652832, 17.949585 
10.4393864, 2.28599858, 4.81271982, 17.9869041 
10.4040279, 2.29800868, 4.80889893, 18.0244408 
10.3692417, 2.30987406, 4.80510235, 18.0613918 
10.3343172, 2.3217926, 4.80130625, 18.0984898 
10.2992191, 2.33372355, 4.79750967, 18.1357536 
10.2641754, 2.34563589, 4.79370117, 18.1729622 
10.2287474, 2.35758829, 4.78974628, 18.2105598 
10.1931458, 2.36949015, 4.78564453, 18.2483234 
10.1572542, 2.38136292, 4.78155518, 18.2863483 
10.1213589, 2.39324808, 4.77747822, 18.324379 
10.0853453, 2.40512228, 4.77326679, 18.3625336 
10.0495358, 2.41692805, 4.76921368, 18.4004555 
10.0135593, 2.42863464, 4.76518536, 18.4385033 
9.97709656, 2.44038081, 4.76087666, 18.4770546 
9.94070435, 2.45197916, 4.7565918, 18.5154896 
9.90410137, 2.46352386, 4.75205088, 18.5541363 
9.86784935, 2.47490239, 4.74755859, 18.5923958 
9.83148193, 2.48626566, 4.74312735, 18.6307564 
9.79480553, 2.49766684, 4.73859882, 18.6694298 
9.7581358, 2.5090363, 4.73411846, 18.7080803 
9.72144508, 2.52035379, 4.72956562, 18.7467461 
9.68457603, 2.53168941, 4.72509766, 18.7855759 
9.64691162, 2.54333186, 4.72056866, 18.8252583 
9.60915565, 2.5550828, 4.71612549, 18.8650494 
9.57123756, 2.56695104, 4.71177959, 18.9050179 
9.53279114, 2.57903743, 4.70751953, 18.9455452 
9.49420166, 2.59122467, 4.70336914, 18.9862251 
9.45512104, 2.60361934, 4.69932842, 19.027422 
9.41587543, 2.61604166, 4.69542217, 19.0687714 
9.37626362, 2.62859964, 4.69162607, 19.1105003 
9.33719444, 2.64102173, 4.68782949, 19.1516705 
9.29800701, 2.65357971, 4.6841917, 19.1929817 
9.25900269, 2.66614389, 4.68070078, 19.2341099 
9.21968365, 2.67881155, 4.67725849, 19.2755623 
9.18092632, 2.69129181, 4.67398691, 19.3164101 
9.14179993, 2.70391846, 4.67076397, 19.3576488 
9.10317707, 2.71638489, 4.66772461, 19.3983479 
9.0644865, 2.72893381, 4.66474628, 19.4391308 
9.02610779, 2.74141383, 4.66197491, 19.4795837 
8.98762226, 2.75393677, 4.65928936, 19.5201454 
8.94889259, 2.76663661, 4.65667725, 19.5609875 
8.91009235, 2.77944803, 4.65429688, 19.6019173 
