# probe data (time, u, v, w, p)
# icell   159, jcell    62, kcell    93
# x=  0.79000E+01, y=  0.30500E+01, z=  0.46000E+01
 4.0005000E+01            -4.3436251680E-002            -1.9264910651E-002            -5.5509624609E-002             1.2365326928E+002
 4.0010000E+01            -4.3054025115E-002            -1.9416963476E-002            -5.5491631470E-002             1.1975329148E+002
 4.0015000E+01            -4.3189789487E-002            -1.9327133732E-002            -5.5448902894E-002             1.1962499143E+002
 4.0020000E+01            -4.2731687096E-002            -1.9523733883E-002            -5.5434586362E-002             1.1353201658E+002
 4.0025000E+01            -4.2823740667E-002            -1.9460931863E-002            -5.5393470841E-002             1.1214202944E+002
 4.0030000E+01            -4.2488688510E-002            -1.9592886156E-002            -5.5381441823E-002             1.0637372737E+002
 4.0035000E+01            -4.2957727156E-002            -1.9372973807E-002            -5.5343757266E-002             1.0880297004E+002
 4.0040000E+01            -4.2944219521E-002            -1.9345577569E-002            -5.5289508312E-002             1.0818900291E+002
 4.0045000E+01            -4.2481708894E-002            -1.9485613046E-002            -5.5237508089E-002             1.0357682687E+002
 4.0050000E+01            -4.3134699769E-002            -1.9192299963E-002            -5.5183161570E-002             1.0948594589E+002
 4.0055000E+01            -4.2783330275E-002            -1.9295186487E-002            -5.5148309255E-002             1.0703003784E+002
 4.0060000E+01            -4.3800659564E-002            -1.8845032579E-002            -5.5083602858E-002             1.1938292197E+002
 4.0065000E+01            -4.3649965803E-002            -1.8870971925E-002            -5.5038743296E-002             1.2306221398E+002
 4.0070000E+01            -4.3124495214E-002            -1.9054224623E-002            -5.5009275179E-002             1.2299840764E+002
 4.0075000E+01            -4.2823157416E-002            -1.9154145392E-002            -5.4979817344E-002             1.2252784236E+002
 4.0080000E+01            -4.3101233465E-002            -1.9023987960E-002            -5.4936004234E-002             1.2629922533E+002
 4.0085000E+01            -4.3203685200E-002            -1.8982814386E-002            -5.4904668228E-002             1.2927936896E+002
 4.0090000E+01            -4.2347120512E-002            -1.9328144912E-002            -5.4882985643E-002             1.2256576914E+002
 4.0095000E+01            -4.2000573338E-002            -1.9431355050E-002            -5.4836713910E-002             1.1777442676E+002
 4.0100000E+01            -4.1470568110E-002            -1.9637100752E-002            -5.4796530644E-002             1.0855641066E+002
 4.0105000E+01            -4.2247625607E-002            -1.9287561292E-002            -5.4747284152E-002             1.1182546719E+002
 4.0110000E+01            -4.2592655635E-002            -1.9100651648E-002            -5.4708873453E-002             1.1416845674E+002
 4.0115000E+01            -4.2657857168E-002            -1.9040511691E-002            -5.4666218975E-002             1.1649950310E+002
 4.0120000E+01            -4.2607820428E-002            -1.9021801741E-002            -5.4626255967E-002             1.1856250903E+002
 4.0125000E+01            -4.2565748278E-002            -1.9003706699E-002            -5.4584284531E-002             1.2042658717E+002
 4.0130000E+01            -4.2268766831E-002            -1.9094913570E-002            -5.4538006078E-002             1.1933267700E+002
 4.0135000E+01            -4.2070705122E-002            -1.9163935898E-002            -5.4515483475E-002             1.1791263051E+002
 4.0140000E+01            -4.1385947944E-002            -1.9431687421E-002            -5.4507819280E-002             1.1001509324E+002
 4.0145000E+01            -4.1548793504E-002            -1.9358737931E-002            -5.4464813786E-002             1.0855755214E+002
 4.0150000E+01            -4.1396411763E-002            -1.9387377680E-002            -5.4421299147E-002             1.0408088445E+002
 4.0155000E+01            -4.1987039931E-002            -1.9095079031E-002            -5.4360751426E-002             1.0817843840E+002
 4.0160000E+01            -4.2650062362E-002            -1.8790926607E-002            -5.4290585116E-002             1.1615421809E+002
