# probe data (time, u, v, w, p)
# icell   332, jcell    56, kcell   167
# x=  0.16550E+02, y=  0.27500E+01, z=  0.83000E+01
 4.0005000E+01             2.3038301380E-002             1.6256415179E-002             1.5683844023E-002             8.1936153085E+001
 4.0010000E+01             2.3116310527E-002             1.6307250479E-002             1.5723458381E-002             8.6497479899E+001
 4.0015000E+01             2.3260827506E-002             1.6399197408E-002             1.5832613745E-002             8.4350573053E+001
 4.0020000E+01             2.3336629623E-002             1.6462818955E-002             1.5888862946E-002             8.2268055793E+001
 4.0025000E+01             2.3363936950E-002             1.6488415888E-002             1.5886852024E-002             8.6066076761E+001
 4.0030000E+01             2.3456523225E-002             1.6570294928E-002             1.5937655525E-002             8.7043647658E+001
 4.0035000E+01             2.3588978135E-002             1.6659211690E-002             1.6052520274E-002             7.9553520557E+001
 4.0040000E+01             2.3678589350E-002             1.6706644239E-002             1.6106299429E-002             7.7541791632E+001
 4.0045000E+01             2.3679114469E-002             1.6714554631E-002             1.6065826454E-002             7.8808516192E+001
 4.0050000E+01             2.3720912338E-002             1.6758405581E-002             1.6075490682E-002             7.4014626203E+001
 4.0055000E+01             2.3755156825E-002             1.6785764000E-002             1.6070052454E-002             7.1453917269E+001
 4.0060000E+01             2.3713483644E-002             1.6758099678E-002             1.5992320890E-002             7.2207286273E+001
 4.0065000E+01             2.3651829279E-002             1.6726630061E-002             1.5892423296E-002             7.5809066996E+001
 4.0070000E+01             2.3656554299E-002             1.6724622337E-002             1.5856111140E-002             7.9374164353E+001
 4.0075000E+01             2.3714152997E-002             1.6776326900E-002             1.5887656866E-002             7.7173593090E+001
 4.0080000E+01             2.3736336061E-002             1.6787079953E-002             1.5880696018E-002             7.9926620008E+001
 4.0085000E+01             2.3777096409E-002             1.6818288389E-002             1.5903572524E-002             7.9093908857E+001
 4.0090000E+01             2.3826743553E-002             1.6869586822E-002             1.5930812939E-002             7.8279442402E+001
 4.0095000E+01             2.3840585440E-002             1.6885944687E-002             1.5919358319E-002             8.1990241379E+001
 4.0100000E+01             2.3873832593E-002             1.6920824278E-002             1.5928589350E-002             8.0353668246E+001
 4.0105000E+01             2.3916076553E-002             1.6952679399E-002             1.5959231424E-002             7.7316079372E+001
 4.0110000E+01             2.3940216696E-002             1.6958430087E-002             1.5955048770E-002             7.7353165490E+001
 4.0115000E+01             2.3984507132E-002             1.6990177106E-002             1.5964587801E-002             7.7340696486E+001
 4.0120000E+01             2.3991570582E-002             1.7014555944E-002             1.5962835481E-002             7.7299731487E+001
 4.0125000E+01             2.4006869707E-002             1.7022939236E-002             1.5963873083E-002             7.7203597333E+001
 4.0130000E+01             2.4106072176E-002             1.7101720102E-002             1.6040965659E-002             6.6460763451E+001
 4.0135000E+01             2.4010732389E-002             1.7037917460E-002             1.5908142035E-002             7.2750028818E+001
 4.0140000E+01             2.3998985607E-002             1.7031104711E-002             1.5851556757E-002             6.9839666339E+001
 4.0145000E+01             2.3962633728E-002             1.7017698472E-002             1.5790727701E-002             7.2431256121E+001
 4.0150000E+01             2.3923844100E-002             1.7001710509E-002             1.5723476700E-002             7.4978042950E+001
 4.0155000E+01             2.3958313505E-002             1.7022240593E-002             1.5743992588E-002             7.9139503530E+001
 4.0160000E+01             2.4014530192E-002             1.7079903953E-002             1.5774742399E-002             7.8065578412E+001
 4.0165000E+01             2.4094717494E-002             1.7163363660E-002             1.5843103976E-002             7.3532565203E+001
 4.0170000E+01             2.4073559381E-002             1.7158003433E-002             1.5806831762E-002             7.3216640572E+001
 4.0175000E+01             2.4138838909E-002             1.7207728246E-002             1.5847083100E-002             7.2946933599E+001
 4.0180000E+01             2.4075217645E-002             1.7186478374E-002             1.5762217402E-002             8.1058773404E+001
 4.0185000E+01             2.4152079964E-002             1.7242834296E-002             1.5796442389E-002             8.4056449980E+001
 4.0190000E+01             2.4252645376E-002             1.7324621755E-002             1.5898298340E-002             8.2580870965E+001
 4.0195000E+01             2.4350196484E-002             1.7404753123E-002             1.5979304587E-002             7.9807993201E+001
 4.0200000E+01             2.4417380227E-002             1.7474037788E-002             1.6033588599E-002             7.7053098301E+001
 4.0205000E+01             2.4453552143E-002             1.7489620367E-002             1.6031792241E-002             7.3761543115E+001
 4.0210000E+01             2.4507647751E-002             1.7530124799E-002             1.6066964854E-002             7.0490052237E+001
 4.0215000E+01             2.4473031494E-002             1.7514578579E-002             1.6007906390E-002             6.7215778459E+001
 4.0220000E+01             2.4421133285E-002             1.7460401939E-002             1.5925261181E-002             7.2110385791E+001
 4.0225000E+01             2.4412649035E-002             1.7462478888E-002             1.5900050321E-002             7.4757344122E+001
 4.0230000E+01             2.4421481698E-002             1.7471392652E-002             1.5875179254E-002             7.7409815578E+001
 4.0235000E+01             2.4462376925E-002             1.7501324759E-002             1.5886018512E-002             8.0096799153E+001
 4.0240000E+01             2.4538843890E-002             1.7567655564E-002             1.5941624014E-002             8.2773477603E+001
 4.0245000E+01             2.4637516281E-002             1.7638951414E-002             1.6014693181E-002             8.0806262637E+001
 4.0250000E+01             2.4726350468E-002             1.7707244709E-002             1.6083004272E-002             7.5158483033E+001
 4.0255000E+01             2.4798992965E-002             1.7745935325E-002             1.6118233761E-002             6.9504900998E+001
 4.0260000E+01             2.4737954981E-002             1.7695985218E-002             1.6012849966E-002             6.3854138597E+001
 4.0265000E+01             2.4661277385E-002             1.7655425325E-002             1.5911236709E-002             6.5919355921E+001
 4.0270000E+01             2.4608778429E-002             1.7614868042E-002             1.5823890560E-002             6.5229845588E+001
